Title2,Title,Poem,first_line,line1,line2,line3,line4,line5,line6,line7
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,","who is named john,","the leprechaun isn't a troll,",but it does know how to roll,"Sandra‚Äôs seen a leprechaun,","who is named john,","the leprechaun isn't a troll,",but it does know how to roll
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,","who is named john,","the leprechaun isn't a troll,",but it does know how to roll,And down the hill John does go,heading from high and ending up low,He'll use magic to go back up,for little legs that hill is rough
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,","who is named john,","the leprechaun isn't a troll,",but it does know how to roll,The leprechaun is short and green,"When he does magic, it's a scene",And if you ever troll his post,He'll turn your mom into a ghost!
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",I tiny little troll,"His magic, a story to be told",For Sandra's seen a leprechaun,"Sandra's seen a leprechaun,",I tiny troll,"His magic, a story to be told",For Sandra's seen a leprechaun
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",I tiny little troll,"His magic, a story to be told",For Sandra's seen a leprechaun,"To the tune of Five For Fighting's ""100 Years to Live""","From ""Frogs For Fighting""",Kermit Sings:,"I'm just a simple green Muppet,"
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",I tiny little troll,"His magic, a story to be told",For Sandra's seen a leprechaun,sandras seen a leprechaun,i tiny little troll,his magic a story to be told,for sandras seen a leprechaun
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,Behind it hid the pain.,She had blue eyes.,The tears fell like rain.,The tears fell on her skin.,He wiped it from her face.,On the hospital bed they hid.,"Their unborn child, today, had passed."
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,She had blue skin.,And so did he.,He kept it hid,She had blue skin.,She had blue skin.,And so did he.,He kept it hid
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,"she always hid,let no one in,",we noticed her  beauty as she passed,that blue skinned long purple haired lass,She had blue skin.,"she always hid,let no one in,",we noticed her beauty as she passed,that blue skinned long purple haired lass
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,"she always hid,let no one in,",we noticed her  beauty as she passed,that blue skinned long purple haired lass,when she passed by,i hid,because her flawless skin scared me so,she was a lonely lass
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,"she always hid,let no one in,",we noticed her  beauty as she passed,that blue skinned long purple haired lass,she ha skin as white as can be,she alwasy hid never to be free,time passed without her there,her life was sombre but she did not care
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,",He is keep disturbing me,I wanted to hit him,But He loves me so much,"i met a ghost , but he didn't want my head,",he is keep disturbing me,i wanted to hit him,but he loves me so much
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,",He is keep disturbing me,I wanted to hit him,But He loves me so much,Wooohooo-oohoohoo,Wooohooo-oohoohoo,Wooohooo-oohoohoo-ooh¬≠oohoo,"Piggy I'm all right with you,"
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,","He is not a ghost to other ghost,","But he thinks he's the devil,",And the vampire suck to eat his blood but the vampire realized he's just a ghost too.,"I met a ghost, but he didn‚Äôt want my head,","He is not a ghost to other ghost,","But he thinks he's the devil,",And the vampire suck to eat his blood but the vampire realized he's just a ghost too
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,","He is not a ghost to other ghost,","But he thinks he's the devil,",And the vampire suck to eat his blood but the vampire realized he's just a ghost too.,So what is a ghost to do?,Identity crisis not knowing what or who,"Devil, vampires, and ghosts are scary!",I think the poor guy just needs therapy.
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,","He is not a ghost to other ghost,","But he thinks he's the devil,",And the vampire suck to eat his blood but the vampire realized he's just a ghost too.,"I met a vampire, but he didn't want my blood,","He is not a vampire to other vampires,",But he thinks he's the devil,"And the ghost haunted him, taunted him, and realized he's like a vampire too"
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,",He want devil in my head,and vampire in my mind,"Happy to see such a funny ghost,who didn't want my head","I met a ghost, but he didn‚Äôt want my head,",He want devil in my head,and vampire in my mind,"Happy to see such a funny ghost,who didn't want my head"
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,",He want devil in my head,and vampire in my mind,"Happy to see such a funny ghost,who didn't want my head",but instead the ghost wanted to tell me all about the devil instead.,"And how I'll be in everyone's head,",once I agree to become a vampire instead.,It's funny how he tried to get in my head.
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,",He want devil in my head,and vampire in my mind,"Happy to see such a funny ghost,who didn't want my head","So the devil, vampire and ghost walked into my head","two of the three were, obviously, dead","the devil, trust me, was the worst, don't you know",for in my head the seeds of sing he doth sow.
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,","Followin‚Äô the trail on the old treasure map,",I came to the spot that said ‚ÄúDig right here.‚Äù,And four feet down my spade struck wood,you curse and made a spell,the pirate didnt want to go to hell,because the treasures were not well they,chipped and dipped chizzled couldnt make a cent to be spent
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Being a pirate is its own curse,"Theres no treasure, except the curse at the end",Pirate is a synonym of cursed treasure,A cursed treasure should never be found,If you want to live another day,Digging for gold in that haunted ground,With your life a pirate will pay
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Cursin' every mistake I make.,Like a pirate whose been in the sap.,Hunting treasure before I nap.,Unable to find the treasure,Captured by a cunning pirate at sea,Cursed to live the rest of my life scrubbin' the deck,What the heck!
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Cursin' every mistake I make.,Like a pirate whose been in the sap.,Hunting treasure before I nap.,Every pirate dreams,About a treasure in his purse,But with every treasure,Is also a curse
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Cursin' every mistake I make.,Like a pirate whose been in the sap.,Hunting treasure before I nap.,DOG DOG WHY ARE YOU SAD,I AM SAD,I GOT A BONE,IT SNACHED THE CROW
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",Put my troubled past behind you,Let me make the rules,Cause I don't marry no fools,"Roses are red, let's marry now",Rules be damned,Your mother is a troubled cow!,"Oh, she'll love me yes ma'am!"
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",Put my troubled past behind you,Let me make the rules,Cause I don't marry no fools,"Well, I might marry if you behave",Although I'd be troubled to do so,You're kind of hairy for me to marry,My rules say you'd have to shave
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",No rulesif you love me too,"If I troubled you, punish me too","Make a life funny, in presence of you",I want to save this Princess from Zimbabwe --,"because she tells me it is my destiny,",and it is all in the email she sent me.,I want to save this Princess from Zimbabwe --
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",No rulesif you love me too,"If I troubled you, punish me too","Make a life funny, in presence of you","If you want to marry me, you might think doubled",There might be a lot of rules,And you might feel troubled,But there just there to separate all the fools
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",No rulesif you love me too,"If I troubled you, punish me too","Make a life funny, in presence of you","If you want to marry me, here's what you'll have to do:",Cater to my every whim,Feed me chocolate and wine,Tell me I'm right!
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",Never as I sleep.,"I do have dreams tho,",that cause me to peep.,I NEVER HAVE NIGHTMARES,NEVER AS  I SLEEP,I DO HAVE DREAMS THO,THAT CAUSE ME TO PEEP
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",Never as I sleep.,"I do have dreams tho,",that cause me to peep.,I never have nightmares,I never wake up scared,Unless it's Monday morning,For that I'm not prepared
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",Never as I sleep.,"I do have dreams tho,",that cause me to peep.,"i never have nightmares,",never as i sleep,i do have dreams tho,that cause me to peep
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",Though some folks have nightmares every night.,Instead I have nightstallions,And that makes things all right.,I never have nightmares.,"When I hit the sack,","I whisper to the mares,",They whisper back!
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",Though some folks have nightmares every night.,Instead I have nightstallions,And that makes things all right.,"i never have nightmares,",though some folks have nightmares every night.,instead i have nightstallions,and that makes things all right.
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",Though some folks have nightmares every night.,Instead I have nightstallions,And that makes things all right.,My mom has so many nightmares,I can't say that I have,But I know that she's had too many affairs,Never have I ever been one to enslave
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,I put a piece of cantaloupe,Underneath the microscope.,"I saw a million strange things sleepin‚Äô,",I prefer see the cantaloupe,well outside the microscope,little thing can sleep well,and I don't think it is a hell!
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,I put a piece of cantaloupe,Underneath the microscope.,"I saw a million strange things sleepin‚Äô,",i put a piece of cantaloupe,i put a piece of cantaloupe,underneath the microscope.,"i saw a million strange things sleepin',"
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,I put a piece of cantaloupe,Inside the massive microscope,"I said ""nope"", this is dope!",The microscope was my only hope,To get over with my cantaloupe,"Nothing can help you, 'Oh Cantaloupe'","You have no taste, I give up hope and still say 'Nope'!"
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,I put a piece of cantaloupe,Inside the massive microscope,"I said ""nope"", this is dope!",For what I saw wasn't orange,It wasn't even cantaloupe,instead it a purple grape,and did that make sense? Nope
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,Where you might ask?,It was no small feat,I shoved it into the microscope real neat!,"Nope, it is in the table",I can eat it piece by piece,It is so sweet like honey,It is so delicious
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,Where you might ask?,It was no small feat,I shoved it into the microscope real neat!,I'm a scientist with a microscope,My favorite food is cantaloupe,I love when things are filled with hope,"But I hate when people tell me ""nope"""
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,Where you might ask?,It was no small feat,I shoved it into the microscope real neat!,Have you ever tried stuffing a cantaloupe,In a cute and tiny microscope,I tink it is a lot of work,"For me nope, nope."
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.","Stay in rhythm, don't move too late or too early","let's do an acapella, no instruments","or better yet, let's make sweet music with brass instruments","Mighty ships run aground at her horrible sound,","pretty pictures fall out of their frames,","trees drop off their branches,","rocks start avalanches,"
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.","Wiggle to the music, just like jelly.","With instruments, or without,","Join right in, give a shout.",So you haven't got a guitar,strum your belly as though you do,music isn't created only by stars,it's instruments and creativity too!
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.","Wiggle to the music, just like jelly.","With instruments, or without,","Join right in, give a shout.",the music rings hard and loud,in my belly the rythem dances,and then instruments exploded in harmony,all i can do is smile
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.","Wiggle to the music, just like jelly.","With instruments, or without,","Join right in, give a shout.",play those instruments,slap your belly,listen to the music,over the instruments
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",Your body is an instrument,Making your own sound is so sexy,"Just do your own thing, your choices are infinate",When you play that song I feel the lyrics in my belly,Don't ask me to name any of the instruments because I can't,But that music really speaks to me,"I can't explain it, but it feels like home"
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",Your body is an instrument,Making your own sound is so sexy,"Just do your own thing, your choices are infinate","because she possesses many Riches,",and she has promised me all of them.,I want to save this Princess from Zimbabwe --,"from her wretched uncle,"
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",Your body is an instrument,Making your own sound is so sexy,"Just do your own thing, your choices are infinate","When she opens her mouth, even eagles head south,","little fish truly wish they could drown,","the buzzards all hover, as tigers take cover,","the buzzards all hover, as tigers take cover,"
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",It's hot from the griddle.,"With syrup like lake,",Poured in the middle.,"I never want to stop talking to you,",You make my skies a little more blue.,"I can feel my heart stop when you cry,",Which lets me know inside that I'm alive.
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",It's hot from the griddle.,"With syrup like lake,",Poured in the middle.,The pancake went flat.,The griddle was broken.,The syrup is swet.,Breakfast has spoken.
