Title2,Title,Poem,first_line,line1,line2,line3,line4,line5,line6,line7
,IT‚ÄôS DARK IN HERE (Where the Sidewalk Ends),"I am writing these poems<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>
So please excuse the handwriting<br><br>
Which may not be too clear.<br><br>
But this afternoon by the lion’s cage<br><br>
I’m afraid I got too near.<br><br>
And I’m writing these lines<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>",I am writing these poems,"From inside a lion,",And it's rather dark in here.,So please excuse the handwriting,Dont ask me how I got here,I thought he was my friend,The boundaries werent clear,At least he gave me the pen
,IT‚ÄôS DARK IN HERE (Where the Sidewalk Ends),"I am writing these poems<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>
So please excuse the handwriting<br><br>
Which may not be too clear.<br><br>
But this afternoon by the lion’s cage<br><br>
I’m afraid I got too near.<br><br>
And I’m writing these lines<br><br>
From inside a lion,<br><br>
And it’s rather dark in here.<br><br>",I am writing these poems,"From inside a lion,",And it's rather dark in here.,So please excuse the handwriting,It's very wet and dark inside,and the ink tends to smear,A lion is a great place to hide,if you can get over your fear
,JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br><br>
My folks were not blessed<br><br>
With me in the usual way.<br><br>
But they picked me,<br><br>
They chose me<br><br>
From all the rest,<br><br>
Which is lots more than most kids can say.<br><br>","Yes, I'm adopted.",I like to meet new girls and boys,I didnt choose to be opted,but Im happy i can see new faces and toys,"Happy one must be,","It's your key to sanity,","Living for the beings only to see,",Your happiness isn't free
,JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br><br>
My folks were not blessed<br><br>
With me in the usual way.<br><br>
But they picked me,<br><br>
They chose me<br><br>
From all the rest,<br><br>
Which is lots more than most kids can say.<br><br>","Yes, I'm adopted.",I like to meet new girls and boys,I didnt choose to be opted,but Im happy i can see new faces and toys,"I was adopted, born in Seoul",My brother was born there too,"I had no choice, there was no poll",But I'm happy and its true
,JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br><br>
My folks were not blessed<br><br>
With me in the usual way.<br><br>
But they picked me,<br><br>
They chose me<br><br>
From all the rest,<br><br>
Which is lots more than most kids can say.<br><br>","Yes, I'm adopted.",A second chance for kids like me.,A new family I've co-opted,And now I am very happy.,A bright future lies ahead,They've added me to their family tree,I have a place to lay my head,And people who truly love me
,JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br><br>
My folks were not blessed<br><br>
With me in the usual way.<br><br>
But they picked me,<br><br>
They chose me<br><br>
From all the rest,<br><br>
Which is lots more than most kids can say.<br><br>","Yes, I'm adopted.",A second chance for kids like me.,A new family I've co-opted,And now I am very happy.,A full home,Unbounded love,my joy could fill the super dome,I could sing like a dove
,JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br><br>
My folks were not blessed<br><br>
With me in the usual way.<br><br>
But they picked me,<br><br>
They chose me<br><br>
From all the rest,<br><br>
Which is lots more than most kids can say.<br><br>","Yes, I'm adopted.",A second chance for kids like me.,A new family I've co-opted,And now I am very happy.,"Now I have a family,","Sister, brother, Mom and Dad,","And now you see,",I am no longer sad.
,JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br><br>
My folks were not blessed<br><br>
With me in the usual way.<br><br>
But they picked me,<br><br>
They chose me<br><br>
From all the rest,<br><br>
Which is lots more than most kids can say.<br><br>","Yes, I'm adopted.",Many other kids are too.,"Yes, I'm adopted, my family chose me specifically,",Just because they wanted to.,"Yes, I'm adopted and I don't mind","Out of so many kids, they chose me",A better family would be hard to find,There's not place else I'd rather be
,JAKE SAYS (Every Thing On It),"Yes, I'm adopted.<br><br>
My folks were not blessed<br><br>
With me in the usual way.<br><br>
But they picked me,<br><br>
They chose me<br><br>
From all the rest,<br><br>
Which is lots more than most kids can say.<br><br>","Yes, I'm adopted.",Many other kids are too.,"Yes, I'm adopted, my family chose me specifically,",Just because they wanted to.,Look at these adopted kids,I've chosen them because I'm destined,Our family wants to preserve its bids,Now my chose kids are clandestine
,LISTEN TO THE MUSTN‚ÄôTS (Where the Sidewalk Ends),"Listen to the MUSTN’TS, child,<br><br>
Listen to the DON’TS<br><br>
Listen to the SHOULDN’TS<br><br>
The IMPOSSIBLES, the WON’TS<br><br>
Listen to the NEVER HAVES<br><br>
Then lost close to me—<br><br>
Anything can happen, child,<br><br>
ANYTHING can be.<br><br>","Listen to the MUSTN‚ÄôTS, child,",But don't let the shouldn'ts get you down,"Be free, run wild",Anything goes on the merry-go-round,And as it spun the children smiled,"When you're having fun, it's hard to frown",Never let them get you riled,Be the best and wear that crown
,LISTEN TO THE MUSTN‚ÄôTS (Where the Sidewalk Ends),"Listen to the MUSTN’TS, child,<br><br>
Listen to the DON’TS<br><br>
Listen to the SHOULDN’TS<br><br>
The IMPOSSIBLES, the WON’TS<br><br>
Listen to the NEVER HAVES<br><br>
Then lost close to me—<br><br>
Anything can happen, child,<br><br>
ANYTHING can be.<br><br>","Listen to the MUSTN‚ÄôTS, child,",But don't let the shouldn'ts get you down,"Be free, run wild",Anything goes on the merry-go-round,Run so far into the fire,By the time you get there it will be chillen down,It will get dryer,And the day will then be brown
,LISTEN TO THE MUSTN‚ÄôTS (Where the Sidewalk Ends),"Listen to the MUSTN’TS, child,<br><br>
Listen to the DON’TS<br><br>
Listen to the SHOULDN’TS<br><br>
The IMPOSSIBLES, the WON’TS<br><br>
Listen to the NEVER HAVES<br><br>
Then lost close to me—<br><br>
Anything can happen, child,<br><br>
ANYTHING can be.<br><br>","Listen to the MUSTN‚ÄôTS, child,",i will do anything for you,we will have child and many things to do,"we shouldn'ts be fighting, and be happy in this mood",No shouldn'ts for my child,anything can be tried,i will be quite mild,and he will be wide-eyed
,LITTLE PIG‚ÄôS TREAT (Falling Up),"Said the pig to his pop,<br><br>
“There’s the candy shop.<br><br>
Oh, please let’s go inside.<br><br>
And I promise I won’t<br><br>
Make a kid of myself<br><br>
If you give me a people-back ride.”<br><br>","Said the pig to his pop,",Can I have some candy please?,Said the Pop to his pig,"Fine and dandy, if you'll share it with me.",Pig took the candy from pop,pop said wait stop,pig looked shocked and confused,pop said ha ha I am just playing and was amused
,LITTLE PIG‚ÄôS TREAT (Falling Up),"Said the pig to his pop,<br><br>
“There’s the candy shop.<br><br>
Oh, please let’s go inside.<br><br>
And I promise I won’t<br><br>
Make a kid of myself<br><br>
If you give me a people-back ride.”<br><br>","Said the pig to his pop,",There's the candy shop,"Oh, please let's go inside",And I promise I won't,The pig in a blanket so very good,you just think it candy and soda,pop the the box,of popcorn enjoy
,LITTLE PIG‚ÄôS TREAT (Falling Up),"Said the pig to his pop,<br><br>
“There’s the candy shop.<br><br>
Oh, please let’s go inside.<br><br>
And I promise I won’t<br><br>
Make a kid of myself<br><br>
If you give me a people-back ride.”<br><br>","Said the pig to his pop,",There's the candy shop,"Oh, please let's go inside",And I promise I won't,Push any candy aside,I promise I don't,sweet candy in the shop,so many to pop
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",she loves to see magic,she then saw a troll with a horn,and she looked erratic,The leprechaun jumped high,off the end of the edge of the storm with a troll,into a pool of magic,called a rainbow
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",she loves to see magic,she then saw a troll with a horn,and she looked erratic,She photographs unicorns,(Sandra's a fanatic),but she still can't find the gnome,'cuz he's camouflagic
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",it was short and fat,hey little girl have you seen my pot of gold,o,running along with fawn,down the hill they all roll,what magic will dawn,when Sandra meets the jolly old troll
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",it was short and fat,hey little girl have you seen my pot of gold,o,"""No"" Sandra said to the leprechaun","""I have not seen your pot of gold",And even if I did see it,"I would run far away with it!"""
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",it was short and fat,hey little girl have you seen my pot of gold,o,hey leprechaun old boy,use your strong magic,the troll gave me a toy,failing will be tragic
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",And she's also seen a troll,She has a magic wand,She's on a roll!,about to see how it goes,she might come out at night,to take a flight to midnight,till the lepprechan comes out tonight
,MAGIC (Where the Sidewalk Ends),"Sandra’s seen a leprechaun,<br><br>
Eddie touched a troll,<br><br>
Laurie danced with witches once,<br><br>
Charlie found some goblins’ gold.<br><br>
Donald heard a mermaid sing,<br><br>
Susy spied an elf,<br><br>
But all the magic I have known<br><br>
I’ve had to make myself.<br><br>","Sandra‚Äôs seen a leprechaun,",And she's also seen a troll,She has a magic wand,She's on a roll!,Sandra's seen the Easter Bunny,And she's also seen Santa,She thinks it's very funny,And hopes there's more to encounter
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,that hid from the kin,shallow into the night,hidden in fright,Cold beneath the skin,Despair hidden from my kin,Happiness passed right through me,Sad is what I will be
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,that hid from the kin,shallow into the night,hidden in fright,"Her mother just passed,",so her emotions she hid.,"Her skin covered the vast,",but cry she still did.
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,that hid from the kin,shallow into the night,hidden in fright,as time passed,her skin stayed hid,she thought is would last,but she was just a kid
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,Her soul hid itself in death.,The next of kin sighed and wept.,Mourning the kid who had passed.,The skin was cyan blue.,Still the bruises could not be hid.,"She passed away slowly,",The only one knowing what he did.
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,Her soul hid itself in death.,The next of kin sighed and wept.,Mourning the kid who had passed.,It's confusing to let the Devil win,As far back a road as birth,She destroys everything but her skin,Another day on this Earth
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,With blue eyes to match.,She didn't know what love meant within.,"There is another blue heart out in the world, she is hoping to catch",As the sea attracts fish,how the sky catches the stars,how blue catches the day,"likewise, eternally"
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,With blue eyes to match.,She didn't know what love meant within.,"There is another blue heart out in the world, she is hoping to catch",He will have blue skin,And have blue eyes too,He will show her what love is about,"Unfortunately, she cannot find him and has lost her chance to catch"
,MASKS (Every Thing On It),"She had blue skin.<br><br>
And so did he.<br><br>
He kept it hid<br><br>
And so did she.<br><br>
They searched for blue<br><br>
Their whole life through,<br><br>
Then passed right by—<br><br>
And never knew.<br><br>",She had blue skin.,With blue eyes to match.,She didn't know what love meant within.,"There is another blue heart out in the world, she is hoping to catch",She was a mermaid,With a light but dimmed,Paid to play the maid,She said her princes name was Tim
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,","I met a vampire, but he didn't want my neck",I met a devil all dressed in red.,They all wanted my candy. What the HECK!,"I met a dear. it gave me a beer,","I met a dino who thought he is a rhino,",I met a clown who wanted to go down.,They all where creepy or even needy
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,","I met a vampire, but he didn't want my neck",I met a devil all dressed in red.,They all wanted my candy. What the HECK!,Roses are white as is a ghost,Roses are black as is devil's blood,Roses are red as is vampire's host,"Here are some roses, Bud!"
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,","I met a vampire, but he didn't want my neck",I met a devil all dressed in red.,They all wanted my candy. What the HECK!,The devil cackled and grabbed,The vampire used his shadow powers,The ghost danced and dabbed,And they all ate my treats for hours
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,",He only wanted to know the way to Denver.,"I met a devil, but he didn't want my soul",He only wanted to borrow my bike awhile,"I met a vampire, but he didn‚Äôt want my blood,",He only wanted to nickels for a dime.,I keep meeting all the right people‚Äî,At all the wrong times.
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,",He only wanted to know the way to Denver.,"I met a devil, but he didn't want my soul",He only wanted to borrow my bike awhile,"I met a vampire, but he didn't bite",He only wanted a map to find his friends,"I helped the vampire, ghost and devil with no invite",To the party in Denver they'll all attend
,MONSTERS I‚ÄôVE MET (A Light in the Attic),"I met a ghost, but he didn’t want my head,<br><br>
He only wanted to know the way to Denver.<br><br>
I met a devil, but he didn’t want my soul,<br><br>
He only wanted to borrow my bike awhile.<br><br>
I met a vampire, but he didn’t want my blood,<br><br>
He only wanted to nickels for a dime.<br><br>
I keep meeting all the right people—<br><br>
At all the wrong times.<br><br>","I met a ghost, but he didn‚Äôt want my head,",He only wanted to know the way to Denver.,"I met a devil, but he didn't want my soul",He only wanted to borrow my bike awhile,"In this life, I live as a ghost","I never see the sun, so my skin is pale",I am often referred to a vampire by most,"But I am no devil, I am only ashamed for the world to see my tail"
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Whose curse it though?,The pirate lost in the swamp,Or is it the treasure fulfilling its woe!,The trail is very cold and damp,The swamp is makes going slow,The treasure map shows no camp,The pirate doesn't know.
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Whose curse it though?,The pirate lost in the swamp,Or is it the treasure fulfilling its woe!,walking on sand to see what i can find,darkness everywhere see,treasure is something for the moment,i just wish i may
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Whose curse it though?,The pirate lost in the swamp,Or is it the treasure fulfilling its woe!,For the pirate who treasure has found,"Shall never be heard again,",The curse shall mute any sound,"And scream he will try, in vain."
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Looking for treasures gold,Death you found in a dangerous trap,Never a chance to grow old.,Where ships sail and never return,Where pirates turn to ghosts,A blazing fire burns,Turning anyone who dare come near to roast
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Knowing I can't avoid the curse and I cry.,I wish I never sat in that pirate lap.,Hopefully I can find the treasure before I die.,I bow down my cap,as I walked under the gloomy sky,I sighed as I walked thru my fly trap,I will lie on my grave and die
,MORGAN‚ÄôS CURSE (Falling Up),"Followin’ the trail on the old treasure map,<br><br>
I came to the spot that said, “Dig right here.”<br><br>
And four feet down my spade struck wood<br><br>
Just where the map said a chest would appear.<br><br>
But carved in the side were written these words:<br><br>
“A curse upon he who disturbs this gold.”<br><br>
Signed, Morgan the Pirate, Scourge of the Seas.<br><br>
I read these words and my blood ran cold.<br><br>
So here I set upon untold wealth<br><br>
Tryin’ to figure which is worse:<br><br>
How much do I need this gold?<br><br>
And how much do I need this curse?<br><br>","Followin‚Äô the trail on the old treasure map,",Knowing I can't avoid the curse and I cry.,I wish I never sat in that pirate lap.,Hopefully I can find the treasure before I die.,"If cursed i am, then cursed I be.",Pirate treasure has a curse too.,"We belong together, it and me,","Since you read this, so do you."
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:","Be polite and thoughtful, following all the rules.",I won't be troubled or wed by a grumpy rude man,"No, only a kind and caring soul will do.",So if you want to marry me,Break not the rules and behave yourself,Or else I won't be troubled to wear your ring,But place it on this dusty shelf
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,","if you want to marry me, here's what you'll have to do:",you must learn how to make a perfect chicken -dumping stew.,"and you must sew my holey socks,","and soothe my troubled mind,"
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,",To marry,"Me, I have given you the rules",I am no wish fairy,but you would always have the right tools.
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,",so marry me and follow rules,and troubled you won't be,I'll give you all the tools,and i will set you free
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,",For if you want to marry me,These are the rules to go by,"Whenever I am trouble, and you can see",then make me laugh instead of sigh
,MY RULES (Where the Sidewalk Ends),"If you want to marry me, here’s what you’ll have to do:<br><br>
You must learn how to make a perfect chicken-dumpling stew.<br><br>
And you must sew my holey socks,<br><br>
And soothe my troubled mind,<br><br>
And develop the knack for scratching my back,<br><br>
And keep my shoes spotlessly shined.<br><br>
And while I rest you must rake up the leaves,<br><br>
And when it’s hailing and snowing<br><br>
You must shovel the walk… and be still when I talk,<br><br>
And—hey—where are you going?<br><br>","If you want to marry me, here‚Äôs what you‚Äôll have to do:",You must learn how to make a perfect chicken-dumpling stew.,"And you must sew my holey socks,","And soothe my troubled mind,",If the dumplings are too chewy,I will surely throw a fit,I'm very very moody,With my shoe you're sure to get hit
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",I always have day dreams,The problem that always scares,Is that I don't know what that means!,I guess i should never sleep in the day,i should only sleep at night,that should keep the nightmares at bay,because i don't want them right?
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",I always have day dreams,The problem that always scares,Is that I don't know what that means!,"So if you please, be aware",Even if you hear screams,I'm sleeping without cares,"Well, that's how it seems"
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",I always have day dreams,The problem that always scares,Is that I don't know what that means!,A cow became an astronaut,The mouse defeated the cat,If all of this is fake or not,"I stare off,  in my chair, I just sat"
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",Though I dream every night.,The monsters visit me and no one cares,I am the one to give them a fright.,If i never have another dream again,well thats just fine with me,my nightmares become almost a sin,they make me laugh you see
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",Though I dream every night.,The monsters visit me and no one cares,I am the one to give them a fright.,The monsters have nightmares,They all dream of me,Not one gets spared,I smile with glee
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",I sleep during the DAY.,"If I have a nightmare,",It's best to stay away.,If you have a dream,"You'd call a nightmare,",It might even seem,Your friend is a bear!
