HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.title,Input.keyword1,Input.keyword2,Input.keyword3,Input.mood,Input.first_line,Input.line1,Input.line2,Input.line3,Answer.line1,Answer.line2,Answer.line3,Answer.line4,Approve,Reject
38B7Q9C28GEQ034OZLC3CZ03V2S96V,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:40 PDT 2019,,,3YMU66OBIOHNZM97ZDEJPR73DEBHGW,A812SI7Q3KEYB,Submitted,Sun May 05 21:57:41 PDT 2019,Sun May 05 22:04:46 PDT 2019,Sun May 12 22:04:46 PDT 2019,,,,425,0% (0/0),0% (0/0),0% (0/0),OURCHESTRA (Where the Sidewalk Ends),music,belly,instruments,Happy,"So you haven’t got a drum, just beat your belly.",So I haven't got a horn-I'll play my nose,So we haven't any cymbals-,We'll just slap our hands together,Music we will make.,Instruments we don't need.,"Belly for drum, for music sake.",All that's left is to do the deed.,,
3TKSOBLOHLPFU80GTW77ELHLX36BBS,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:48 PDT 2019,,,39PAAFCODN9WMSQXO2UU3BD1BOKTVZ,A13E1UR95JF5S7,Submitted,Sun May 05 23:16:25 PDT 2019,Sun May 05 23:26:52 PDT 2019,Sun May 12 23:26:52 PDT 2019,,,,627,0% (0/0),0% (0/0),0% (0/0),OURCHESTRA (Where the Sidewalk Ends),music,belly,instruments,Happy,"So you haven’t got a drum, just beat your belly.",the beat of the music needs to be good,big belly instrument is getting recognition on the telly,just like it should,So if your big belly drum is stiff of like jelly,May be your only shot at hollywood,"Just beat your belly, unashamed if it's smelly",Get recognized in the hood,,
3TKSOBLOHLPFU80GTW77ELHLX36BBS,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:40 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:48 PDT 2019,,,3Z2R0DQ0JINL0IAYAXLO2KGPBJ32EF,A2ANLYFY8COULI,Submitted,Mon May 06 08:26:45 PDT 2019,Mon May 06 08:35:35 PDT 2019,Mon May 13 08:35:35 PDT 2019,,,,530,0% (0/0),0% (0/0),0% (0/0),OURCHESTRA (Where the Sidewalk Ends),music,belly,instruments,Happy,"So you haven’t got a drum, just beat your belly.",the beat of the music needs to be good,big belly instrument is getting recognition on the telly,just like it should,Slap! Slap! on the goes the hands on the belly,making only the melon like thump the instruments could,I asked the man the name O'kelly who taught him to play belly?,and he answered the Filangie Woods.,,
3WA2XVDZEMQ7VZV57WSP4D1EMZ8E6A,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,378XPAWRUDMMLQ7OJV4UTHXFFZGAIF,A2UXHHB01WOTI2,Submitted,Mon May 06 06:03:07 PDT 2019,Mon May 06 06:12:00 PDT 2019,Mon May 13 06:12:00 PDT 2019,,,,533,0% (0/0),0% (0/0),0% (0/0),MORGAN’S CURSE (Falling Up),curse,pirate,treasure,Sad,"Followin’ the trail on the old treasure map,",Whose curse it though?,The pirate lost in the swamp,Or is it the treasure fulfilling its woe!,The trail is very cold and damp,The swamp is makes going slow,The treasure map shows no camp,The pirate doesn't know.,,
3WA2XVDZEMQ7VZV57WSP4D1EMZ8E6A,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,37XITHEISXIN7475TWUUD4OU2ULRCV,A1XYNBFDV59GU2,Submitted,Sun May 05 17:41:31 PDT 2019,Sun May 05 17:44:38 PDT 2019,Sun May 12 17:44:38 PDT 2019,,,,187,0% (0/0),0% (0/0),0% (0/0),MORGAN’S CURSE (Falling Up),curse,pirate,treasure,Sad,"Followin’ the trail on the old treasure map,",Whose curse it though?,The pirate lost in the swamp,Or is it the treasure fulfilling its woe!,walking on sand to see what i can find,darkness everywhere see,treasure is something for the moment,i just wish i may,,
3WA2XVDZEMQ7VZV57WSP4D1EMZ8E6A,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3ATPCQ38J9J8BQMTNDQXF5R35HVAY0,A1M5G8WBRNO6DX,Submitted,Mon May 06 04:04:35 PDT 2019,Mon May 06 04:07:53 PDT 2019,Mon May 13 04:07:53 PDT 2019,,,,198,0% (0/0),0% (0/0),0% (0/0),MORGAN’S CURSE (Falling Up),curse,pirate,treasure,Sad,"Followin’ the trail on the old treasure map,",Whose curse it though?,The pirate lost in the swamp,Or is it the treasure fulfilling its woe!,For the pirate who treasure has found,"Shall never be heard again,",The curse shall mute any sound,"And scream he will try, in vain.",,
3MD8CKRQZZW8SYFHDL6ECO52NUIJRY,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:49 PDT 2019,,,30H4UDGLT3RF4D3HTTKJB5TRWXTMPN,A2IMGOMY783QJ5,Submitted,Mon May 06 15:31:31 PDT 2019,Mon May 06 15:37:24 PDT 2019,Mon May 13 15:37:24 PDT 2019,,,,353,0% (0/0),0% (0/0),0% (0/0),MORGAN’S CURSE (Falling Up),curse,pirate,treasure,Sad,"Followin’ the trail on the old treasure map,",Looking for treasures gold,Death you found in a dangerous trap,Never a chance to grow old.,Where ships sail and never return,Where pirates turn to ghosts,A blazing fire burns,Turning anyone who dare come near to roast,,
3JU8CV4BRLL1HWQZG6UUFPM9L64OPU,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:49 PDT 2019,,,352YTHGROWM7N6GN4CCIG2A0NDFH4U,A1DXAVI2T0ARY0,Submitted,Mon May 06 10:41:37 PDT 2019,Mon May 06 11:36:28 PDT 2019,Mon May 13 11:36:28 PDT 2019,,,,3291,0% (0/0),0% (0/0),0% (0/0),MORGAN’S CURSE (Falling Up),curse,pirate,treasure,Sad,"Followin’ the trail on the old treasure map,",Knowing I can't avoid the curse and I cry.,I wish I never sat in that pirate lap.,Hopefully I can find the treasure before I die.,I bow down my cap,as I walked under the gloomy sky,I sighed as I walked thru my fly trap,I will lie on my grave and die,,
3JU8CV4BRLL1HWQZG6UUFPM9L64OPU,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:49 PDT 2019,,,36PW28KO405A5L52NCE382ZNN37EA2,A3J3IXX1UONTRO,Submitted,Sun May 05 22:03:06 PDT 2019,Sun May 05 22:05:55 PDT 2019,Sun May 12 22:05:55 PDT 2019,,,,169,0% (0/0),0% (0/0),0% (0/0),MORGAN’S CURSE (Falling Up),curse,pirate,treasure,Sad,"Followin’ the trail on the old treasure map,",Knowing I can't avoid the curse and I cry.,I wish I never sat in that pirate lap.,Hopefully I can find the treasure before I die.,"If cursed i am, then cursed I be.",Pirate treasure has a curse too.,"We belong together, it and me,","Since you read this, so do you.",,
3RDTX9JRTYA943ITIVHVID0ZQDC97U,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:49 PDT 2019,,,3SPJ033422CJCJPXHJ3A84UMV04YJB,A24XK965HNY30X,Submitted,Sun May 05 10:08:26 PDT 2019,Sun May 05 10:10:39 PDT 2019,Sun May 12 10:10:39 PDT 2019,,,,133,0% (0/0),0% (0/0),0% (0/0),THE EDGE OF THE WORLD (Where the Sidewalk Ends),world,edge,flat,Happy,Columbus said the world is round?,Not flat as some would say,Sailed o'er the edge without a sound,Not seen no more that day,The world is wet?,Flat until the edge some may say,I really like sailing with my pet,But then again isn't that the perfect day,,
3RDTX9JRTYA943ITIVHVID0ZQDC97U,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:49 PDT 2019,,,3Y9N9SS8LZK5TUSHI2O9FC3WHHDD3B,A3J3IXX1UONTRO,Submitted,Sun May 05 21:54:56 PDT 2019,Sun May 05 22:02:23 PDT 2019,Sun May 12 22:02:23 PDT 2019,,,,447,0% (0/0),0% (0/0),0% (0/0),THE EDGE OF THE WORLD (Where the Sidewalk Ends),world,edge,flat,Happy,Columbus said the world is round?,Not flat as some would say,Sailed o'er the edge without a sound,Not seen no more that day,The world is flat we said with joy,"And went to join him, over the edge",Columbus was always a lucky boy,We found him sitting on a ledge.,,
3TZ0XG8CBUTD4HNCS091WDWU1XI98H,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3F6KKYWMNCACXYLR0L8OOQ12M2QNDV,A3TYZG608WQ96T,Submitted,Mon May 06 08:14:47 PDT 2019,Mon May 06 08:23:27 PDT 2019,Mon May 13 08:23:27 PDT 2019,,,,520,0% (0/0),0% (0/0),0% (0/0),THE EDGE OF THE WORLD (Where the Sidewalk Ends),world,edge,flat,Happy,Columbus said the world is round?,While others believed it was flat,He went to the world edge and what he found,Was new people and a new world where he could talk and chat,It's hard to believe the world is round,you would think the world is flat,I looked very hard but never found,"The edge, only a fuzzy cat",,
3TZ0XG8CBUTD4HNCS091WDWU1XI98H,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3SB5N7Y3O4DCOM3B157YJZ8MR1ZG0R,A2ANLYFY8COULI,Submitted,Mon May 06 08:36:17 PDT 2019,Mon May 06 08:41:28 PDT 2019,Mon May 13 08:41:28 PDT 2019,,,,311,0% (0/0),0% (0/0),0% (0/0),THE EDGE OF THE WORLD (Where the Sidewalk Ends),world,edge,flat,Happy,Columbus said the world is round?,While others believed it was flat,He went to the world edge and what he found,Was new people and a new world where he could talk and chat,Science pushed to the edge,New agers believe the world is flat,But Sheldon without doubt would hedge,"the world is round, Bazinga, how about that?",,
3TZ0XG8CBUTD4HNCS091WDWU1XI98H,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3UNH76FOCTE9DRVIKGG2OWM3Z07MYN,A2KNRHA1WO8H4V,Submitted,Mon May 06 10:11:23 PDT 2019,Mon May 06 10:14:08 PDT 2019,Mon May 13 10:14:08 PDT 2019,,,,165,0% (0/0),0% (0/0),0% (0/0),THE EDGE OF THE WORLD (Where the Sidewalk Ends),world,edge,flat,Happy,Columbus said the world is round?,While others believed it was flat,He went to the world edge and what he found,Was new people and a new world where he could talk and chat,what goes around the world stays around the world,don't go near the edge or you'll be dead,stay on point you wont end up,flat and that is that,,
3M93N4X8HKWKTDFUSA6J2YAY9W1JSM,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:49 PDT 2019,,,3JZQSN0I3RJ3LQI14NQJM6VQX4OFGW,AGA4RTRD9OOBY,Submitted,Mon May 06 12:00:33 PDT 2019,Mon May 06 12:08:23 PDT 2019,Mon May 13 12:08:23 PDT 2019,,,,470,0% (0/0),0% (0/0),0% (0/0),THE EDGE OF THE WORLD (Where the Sidewalk Ends),world,edge,flat,Happy,Columbus said the world is round?,World is happy every day .,They eat bread flat in restaurant .,The edge for restaurant is close to my house .,Columbus made his pledge.,When he laid his feet flat.,His ship made it to the shores edge.,And to you sir I take off my hat!,,
3F6045TU7DXDIM6MXSFFW9R5L30996,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3180JW2OT5LLAVFD6HYDX7WT0Z5J5T,A2ERVNIRJB4SCB,Submitted,Mon May 06 02:51:17 PDT 2019,Mon May 06 02:54:08 PDT 2019,Mon May 13 02:54:08 PDT 2019,,,,171,0% (0/0),0% (0/0),0% (0/0),THE PLANET OF MARS (Where the Sidewalk Ends),mars,laces,faces,Funny,On the planet of Mars,No one ties their laces,One the planet of Mars,We all fall on our faces,The red planet has no shoe laces,Look at the ugly sphere called mars,Now make it face its faces,The redness is uglier than your cars,,
3F6045TU7DXDIM6MXSFFW9R5L30996,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3GDTJDAPVVKUYL407CI8PJY16KY8MN,A1S25NBTJQC64E,Submitted,Mon May 06 05:45:45 PDT 2019,Mon May 06 05:47:15 PDT 2019,Mon May 13 05:47:15 PDT 2019,,,,90,0% (0/0),0% (0/0),0% (0/0),THE PLANET OF MARS (Where the Sidewalk Ends),mars,laces,faces,Funny,On the planet of Mars,No one ties their laces,One the planet of Mars,We all fall on our faces,On the planet of Mars,We all have green skin,On the plant of marks,We are all very thin,,
3F6045TU7DXDIM6MXSFFW9R5L30996,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3KRVW3HTZOUCH5J9LAOD6AY2I9CSM4,A3BA4O6P1PW2J3,Submitted,Sun May 05 11:27:16 PDT 2019,Sun May 05 11:30:58 PDT 2019,Sun May 12 11:30:58 PDT 2019,,,,222,0% (0/0),0% (0/0),0% (0/0),THE PLANET OF MARS (Where the Sidewalk Ends),mars,laces,faces,Funny,On the planet of Mars,No one ties their laces,One the planet of Mars,We all fall on our faces,I bound his shoes by the laces,I swear he's from the planet Mars,when he tripped and fell on all three faces,I guarantee you he saw stars!,,
3X7837UUAD7F6FHXLX3G1TE6R746JN,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:50 PDT 2019,,,3NKQQ8O39ZEPSO50XMKA2LTWUYJDUD,A1DICLA18SKT1L,Submitted,Mon May 06 08:11:41 PDT 2019,Mon May 06 08:23:06 PDT 2019,Mon May 13 08:23:06 PDT 2019,,,,685,0% (0/0),0% (0/0),0% (0/0),THE PLANET OF MARS (Where the Sidewalk Ends),mars,laces,faces,Funny,On the planet of Mars,I lost my laces,In the middle of all these cars,I can see so many faces,Poker on Mars,"has a lot of funny faces,","I won all the bets, fell to the floor,",a martian tied my laces!,,
3BCRDCM0OD3AHZNF3I3S28EJ6W46KM,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,345LHZDEDY1RAW334XEYPC7K3MA3UN,A3H00OLEFL10HI,Submitted,Mon May 06 13:20:20 PDT 2019,Mon May 06 13:32:09 PDT 2019,Mon May 13 13:32:09 PDT 2019,,,,709,0% (0/0),0% (0/0),0% (0/0),THE PLANET OF MARS (Where the Sidewalk Ends),mars,laces,faces,Funny,On the planet of Mars,They have dark green faces,They hang out in bars,And eat strawberry laces,they drive flying cars,to dreamy places,dancing among the stars,and living in palaces,,
3BCRDCM0OD3AHZNF3I3S28EJ6W46KM,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,36NEMU28XGM5OM0I5FYE3Z1NOPXMW8,AMD5KDWO4WX8Z,Submitted,Sun May 05 23:42:10 PDT 2019,Sun May 05 23:45:00 PDT 2019,Sun May 12 23:45:00 PDT 2019,,,,170,0% (0/0),0% (0/0),0% (0/0),THE PLANET OF MARS (Where the Sidewalk Ends),mars,laces,faces,Funny,On the planet of Mars,They have dark green faces,They hang out in bars,And eat strawberry laces,They run across the stars,and drink by the cases,good think they don't drive cars,but they fly wreckless in a spaceship,,
3BCRDCM0OD3AHZNF3I3S28EJ6W46KM,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3IQ1VMJRYUTTAPELF1YHGOYCW6XA9U,AU28D4SAJJ8AB,Submitted,Sun May 05 22:20:53 PDT 2019,Sun May 05 22:22:38 PDT 2019,Sun May 12 22:22:38 PDT 2019,,,,105,0% (0/0),0% (0/0),0% (0/0),THE PLANET OF MARS (Where the Sidewalk Ends),mars,laces,faces,Funny,On the planet of Mars,They have dark green faces,They hang out in bars,And eat strawberry laces,Then they get in their cars,And take off on their chases,Up into the stars,To the planet of the Aces,,
3I4E7AFQ2K8L8DS9HAB9C36KBFFJTB,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:50 PDT 2019,,,3FFJ6VRIL2XQKD96RT714BL269X0IZ,A217814N1A8D08,Submitted,Sun May 05 15:52:07 PDT 2019,Sun May 05 15:54:20 PDT 2019,Sun May 12 15:54:20 PDT 2019,,,,133,0% (0/0),0% (0/0),0% (0/0),IT’S DARK IN HERE (Where the Sidewalk Ends),lion,inside,dark,Funny,I am writing these poems,"they've been inside my head,","I know that the lion roams,",in the dark and goes to bed.,What I see in me mind,Is vivid and bright and seems real,I am sure that I will find,Something meant for me to feel.,,
3I4E7AFQ2K8L8DS9HAB9C36KBFFJTB,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:50 PDT 2019,,,3ZPBJO59KQAKN2ZGXNDBJ6460RTDHQ,AFRCBU5BFW4JG,Submitted,Mon May 06 12:54:23 PDT 2019,Mon May 06 12:59:40 PDT 2019,Mon May 13 12:59:40 PDT 2019,,,,317,0% (0/0),0% (0/0),0% (0/0),IT’S DARK IN HERE (Where the Sidewalk Ends),lion,inside,dark,Funny,I am writing these poems,"they've been inside my head,","I know that the lion roams,",in the dark and goes to bed.,and when the lion wakes,he open the blinds so its not dark,goes inside the kitchen and bakes,a cake and a poptart,,
3FTID4TN8L7NKPF3U1AL0ZBRU62LY4,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:50 PDT 2019,,,34YB12FSQZX9R0AIQAUWHWFZU0HMGH,AU28D4SAJJ8AB,Submitted,Sun May 05 22:22:39 PDT 2019,Sun May 05 22:37:01 PDT 2019,Sun May 12 22:37:01 PDT 2019,,,,862,0% (0/0),0% (0/0),0% (0/0),IT’S DARK IN HERE (Where the Sidewalk Ends),lion,inside,dark,Funny,I am writing these poems,"From inside a lion,",And it's rather dark in here.,So please excuse the handwriting,Dont ask me how I got here,I thought he was my friend,The boundaries werent clear,At least he gave me the pen,,
3FTID4TN8L7NKPF3U1AL0ZBRU62LY4,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:50 PDT 2019,,,3WEV0KO0ON19DBDW8HPANKB8913DS2,A1LXV0C5V4RMSC,Submitted,Mon May 06 08:40:55 PDT 2019,Mon May 06 08:43:13 PDT 2019,Mon May 13 08:43:13 PDT 2019,,,,138,0% (0/0),0% (0/0),0% (0/0),IT’S DARK IN HERE (Where the Sidewalk Ends),lion,inside,dark,Funny,I am writing these poems,"From inside a lion,",And it's rather dark in here.,So please excuse the handwriting,It's very wet and dark inside,and the ink tends to smear,A lion is a great place to hide,if you can get over your fear,,
3CVBMEMMXBP2J90CG75NVUYN9QKH7S,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3LBXNTKX0S4562MEQBQV0W9AXQT9XI,ARR2DFJ5ARX3I,Submitted,Sun May 05 15:32:20 PDT 2019,Sun May 05 15:35:03 PDT 2019,Sun May 12 15:35:03 PDT 2019,,,,163,0% (0/0),0% (0/0),0% (0/0),COMPLAININ’ JACK (Falling Up),jack-in-the-box,close,lid,Funny,This morning my old jack-in-the-box,Was close to flipping it’s lid,I cranked him and cranked him,Until he thought he was on acid,I told jack-in-the-box,to close his little lid,he's clever like a fox,and that's just what he did,,
3CVBMEMMXBP2J90CG75NVUYN9QKH7S,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3OVHNO1VE7A6ENZA39JIJD8BWHCZD4,A1152J7ZB2C8SC,Submitted,Mon May 06 13:09:59 PDT 2019,Mon May 06 13:19:22 PDT 2019,Mon May 13 13:19:22 PDT 2019,,,,563,0% (0/0),0% (0/0),0% (0/0),COMPLAININ’ JACK (Falling Up),jack-in-the-box,close,lid,Funny,This morning my old jack-in-the-box,Was close to flipping it’s lid,I cranked him and cranked him,Until he thought he was on acid,Jack-in-the-box don't let me down,"Pop open, pop open. What a surprise.",You are the best acid head around!,The best that ever crossed my eyes.,,
3CVBMEMMXBP2J90CG75NVUYN9QKH7S,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3T3IWE1XG7W4HKUG230KXOETUUBTQ7,A27KF5FNVQ5YWV,Submitted,Sun May 05 16:05:26 PDT 2019,Sun May 05 16:06:16 PDT 2019,Sun May 12 16:06:16 PDT 2019,,,,50,0% (0/0),0% (0/0),0% (0/0),COMPLAININ’ JACK (Falling Up),jack-in-the-box,close,lid,Funny,This morning my old jack-in-the-box,Was close to flipping it’s lid,I cranked him and cranked him,Until he thought he was on acid,put that old box,refused to pop,and so i kicked it with my socks,and allowed it to drop,,
3FCO4VKOZ4MQZZ9AQ6XHAR1AHASE79,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,30BUDKLTXE4DZFTLSGNM0RJ1VOPE5D,A3J3IXX1UONTRO,Submitted,Sun May 05 20:40:09 PDT 2019,Sun May 05 20:47:54 PDT 2019,Sun May 12 20:47:54 PDT 2019,,,,465,0% (0/0),0% (0/0),0% (0/0),COMPLAININ’ JACK (Falling Up),jack-in-the-box,close,lid,Funny,This morning my old jack-in-the-box,Refused to open and close,The old lid stuck half way up,Barely missing his nose.,Jack tenderly felt his bright red nose,"And said with a tear in his eye,","""Close the lid, you dunderhead,","Before you make me die!""",,
