title,first_line,keyword1,keyword2,keyword3,mood,line1,line2,line3,isEnglish.no,isEnglish.yes,isGoodPoem.no,isGoodPoem.yes,reflectsMood.no,reflectsMood.yes,rhymes.no,rhymes.yes,whichKeywords.key1,whichKeywords.key2,whichKeywords.key3
OURCHESTRA (Where the Sidewalk Ends),"So you havenâ€™t got a drum, just beat your belly.",music,belly,instruments,Happy,So I haven't got a horn-I'll play my nose,So we haven't any cymbals-,We'll just slap our hands together,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
OURCHESTRA (Where the Sidewalk Ends),"So you havenâ€™t got a drum, just beat your belly.",music,belly,instruments,Happy,the beat of the music needs to be good,big belly instrument is getting recognition on the telly,just like it should,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
OURCHESTRA (Where the Sidewalk Ends),"So you havenâ€™t got a drum, just beat your belly.",music,belly,instruments,Happy,the beat of the music needs to be good,big belly instrument is getting recognition on the telly,just like it should,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
OURCHESTRA (Where the Sidewalk Ends),"So you havenâ€™t got a drum, just beat your belly.",music,belly,instruments,Happy,the beat of the music needs to be good,big belly instrument is getting recognition on the telly,just like it should,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MORGANâ€™S CURSE (Falling Up),"Followinâ€™ the trail on the old treasure map,",curse,pirate,treasure,Sad,Whose curse it though?,The pirate lost in the swamp,Or is it the treasure fulfilling its woe!,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
MORGANâ€™S CURSE (Falling Up),"Followinâ€™ the trail on the old treasure map,",curse,pirate,treasure,Sad,Whose curse it though?,The pirate lost in the swamp,Or is it the treasure fulfilling its woe!,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
MORGANâ€™S CURSE (Falling Up),"Followinâ€™ the trail on the old treasure map,",curse,pirate,treasure,Sad,Whose curse it though?,The pirate lost in the swamp,Or is it the treasure fulfilling its woe!,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
MORGANâ€™S CURSE (Falling Up),"Followinâ€™ the trail on the old treasure map,",curse,pirate,treasure,Sad,Looking for treasures gold,Death you found in a dangerous trap,Never a chance to grow old.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
MORGANâ€™S CURSE (Falling Up),"Followinâ€™ the trail on the old treasure map,",curse,pirate,treasure,Sad,Looking for treasures gold,Death you found in a dangerous trap,Never a chance to grow old.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
MORGANâ€™S CURSE (Falling Up),"Followinâ€™ the trail on the old treasure map,",curse,pirate,treasure,Sad,Looking for treasures gold,Death you found in a dangerous trap,Never a chance to grow old.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
MORGANâ€™S CURSE (Falling Up),"Followinâ€™ the trail on the old treasure map,",curse,pirate,treasure,Sad,Knowing I can't avoid the curse and I cry.,I wish I never sat in that pirate lap.,Hopefully I can find the treasure before I die.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MORGANâ€™S CURSE (Falling Up),"Followinâ€™ the trail on the old treasure map,",curse,pirate,treasure,Sad,Knowing I can't avoid the curse and I cry.,I wish I never sat in that pirate lap.,Hopefully I can find the treasure before I die.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
MORGANâ€™S CURSE (Falling Up),"Followinâ€™ the trail on the old treasure map,",curse,pirate,treasure,Sad,Knowing I can't avoid the curse and I cry.,I wish I never sat in that pirate lap.,Hopefully I can find the treasure before I die.,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE EDGE OF THE WORLD (Where the Sidewalk Ends),Columbus said the world is round?,world,edge,flat,Happy,Not flat as some would say,Sailed o'er the edge without a sound,Not seen no more that day,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
THE EDGE OF THE WORLD (Where the Sidewalk Ends),Columbus said the world is round?,world,edge,flat,Happy,Not flat as some would say,Sailed o'er the edge without a sound,Not seen no more that day,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE EDGE OF THE WORLD (Where the Sidewalk Ends),Columbus said the world is round?,world,edge,flat,Happy,Not flat as some would say,Sailed o'er the edge without a sound,Not seen no more that day,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
THE EDGE OF THE WORLD (Where the Sidewalk Ends),Columbus said the world is round?,world,edge,flat,Happy,While others believed it was flat,He went to the world edge and what he found,Was new people and a new world where he could talk and chat,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE EDGE OF THE WORLD (Where the Sidewalk Ends),Columbus said the world is round?,world,edge,flat,Happy,While others believed it was flat,He went to the world edge and what he found,Was new people and a new world where he could talk and chat,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE EDGE OF THE WORLD (Where the Sidewalk Ends),Columbus said the world is round?,world,edge,flat,Happy,While others believed it was flat,He went to the world edge and what he found,Was new people and a new world where he could talk and chat,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE EDGE OF THE WORLD (Where the Sidewalk Ends),Columbus said the world is round?,world,edge,flat,Happy,World is happy every day .,They eat bread flat in restaurant .,The edge for restaurant is close to my house .,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
THE EDGE OF THE WORLD (Where the Sidewalk Ends),Columbus said the world is round?,world,edge,flat,Happy,World is happy every day .,They eat bread flat in restaurant .,The edge for restaurant is close to my house .,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
THE EDGE OF THE WORLD (Where the Sidewalk Ends),Columbus said the world is round?,world,edge,flat,Happy,World is happy every day .,They eat bread flat in restaurant .,The edge for restaurant is close to my house .,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
THE PLANET OF MARS (Where the Sidewalk Ends),On the planet of Mars,mars,laces,faces,Funny,No one ties their laces,One the planet of Mars,We all fall on our faces,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
THE PLANET OF MARS (Where the Sidewalk Ends),On the planet of Mars,mars,laces,faces,Funny,No one ties their laces,One the planet of Mars,We all fall on our faces,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE PLANET OF MARS (Where the Sidewalk Ends),On the planet of Mars,mars,laces,faces,Funny,No one ties their laces,One the planet of Mars,We all fall on our faces,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
THE PLANET OF MARS (Where the Sidewalk Ends),On the planet of Mars,mars,laces,faces,Funny,I lost my laces,In the middle of all these cars,I can see so many faces,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE PLANET OF MARS (Where the Sidewalk Ends),On the planet of Mars,mars,laces,faces,Funny,I lost my laces,In the middle of all these cars,I can see so many faces,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE PLANET OF MARS (Where the Sidewalk Ends),On the planet of Mars,mars,laces,faces,Funny,I lost my laces,In the middle of all these cars,I can see so many faces,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
THE PLANET OF MARS (Where the Sidewalk Ends),On the planet of Mars,mars,laces,faces,Funny,They have dark green faces,They hang out in bars,And eat strawberry laces,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE PLANET OF MARS (Where the Sidewalk Ends),On the planet of Mars,mars,laces,faces,Funny,They have dark green faces,They hang out in bars,And eat strawberry laces,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
THE PLANET OF MARS (Where the Sidewalk Ends),On the planet of Mars,mars,laces,faces,Funny,They have dark green faces,They hang out in bars,And eat strawberry laces,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
ITâ€™S DARK IN HERE (Where the Sidewalk Ends),I am writing these poems,lion,inside,dark,Funny,"they've been inside my head,","I know that the lion roams,",in the dark and goes to bed.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
ITâ€™S DARK IN HERE (Where the Sidewalk Ends),I am writing these poems,lion,inside,dark,Funny,"they've been inside my head,","I know that the lion roams,",in the dark and goes to bed.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
ITâ€™S DARK IN HERE (Where the Sidewalk Ends),I am writing these poems,lion,inside,dark,Funny,"they've been inside my head,","I know that the lion roams,",in the dark and goes to bed.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
ITâ€™S DARK IN HERE (Where the Sidewalk Ends),I am writing these poems,lion,inside,dark,Funny,"From inside a lion,",And it's rather dark in here.,So please excuse the handwriting,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
ITâ€™S DARK IN HERE (Where the Sidewalk Ends),I am writing these poems,lion,inside,dark,Funny,"From inside a lion,",And it's rather dark in here.,So please excuse the handwriting,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
ITâ€™S DARK IN HERE (Where the Sidewalk Ends),I am writing these poems,lion,inside,dark,Funny,"From inside a lion,",And it's rather dark in here.,So please excuse the handwriting,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
ITâ€™S DARK IN HERE (Where the Sidewalk Ends),I am writing these poems,lion,inside,dark,Funny,For a lion and a lark,Then I'm gonna show 'ems,Inside where it's dark!,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
ITâ€™S DARK IN HERE (Where the Sidewalk Ends),I am writing these poems,lion,inside,dark,Funny,For a lion and a lark,Then I'm gonna show 'ems,Inside where it's dark!,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
ITâ€™S DARK IN HERE (Where the Sidewalk Ends),I am writing these poems,lion,inside,dark,Funny,For a lion and a lark,Then I'm gonna show 'ems,Inside where it's dark!,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
COMPLAININâ€™ JACK (Falling Up),This morning my old jack-in-the-box,jack-in-the-box,close,lid,Funny,Was close to flipping itâ€™s lid,I cranked him and cranked him,Until he thought he was on acid,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
COMPLAININâ€™ JACK (Falling Up),This morning my old jack-in-the-box,jack-in-the-box,close,lid,Funny,Was close to flipping itâ€™s lid,I cranked him and cranked him,Until he thought he was on acid,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
COMPLAININâ€™ JACK (Falling Up),This morning my old jack-in-the-box,jack-in-the-box,close,lid,Funny,Was close to flipping itâ€™s lid,I cranked him and cranked him,Until he thought he was on acid,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
COMPLAININâ€™ JACK (Falling Up),This morning my old jack-in-the-box,jack-in-the-box,close,lid,Funny,Refused to open and close,The old lid stuck half way up,Barely missing his nose.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
COMPLAININâ€™ JACK (Falling Up),This morning my old jack-in-the-box,jack-in-the-box,close,lid,Funny,Refused to open and close,The old lid stuck half way up,Barely missing his nose.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
COMPLAININâ€™ JACK (Falling Up),This morning my old jack-in-the-box,jack-in-the-box,close,lid,Funny,Refused to open and close,The old lid stuck half way up,Barely missing his nose.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
COMPLAININâ€™ JACK (Falling Up),This morning my old jack-in-the-box,jack-in-the-box,close,lid,Funny,Popped outâ€”and wouldn't get back-in-the-box.,"He cried, ""Hey, there's a tack-in-the-box",And it's cutting me through and through,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
COMPLAININâ€™ JACK (Falling Up),This morning my old jack-in-the-box,jack-in-the-box,close,lid,Funny,Popped outâ€”and wouldn't get back-in-the-box.,"He cried, ""Hey, there's a tack-in-the-box",And it's cutting me through and through,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
COMPLAININâ€™ JACK (Falling Up),This morning my old jack-in-the-box,jack-in-the-box,close,lid,Funny,Popped outâ€”and wouldn't get back-in-the-box.,"He cried, ""Hey, there's a tack-in-the-box",And it's cutting me through and through,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
STONE AIRPLANE (Falling Up),I made an airplane out of stoneâ€¦,airplane,stone,home,Funny,I threw it to fly away from my home,But it came back and hit me in the dome,Now I sit feeling stupid and alone,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
STONE AIRPLANE (Falling Up),I made an airplane out of stoneâ€¦,airplane,stone,home,Funny,I threw it to fly away from my home,But it came back and hit me in the dome,Now I sit feeling stupid and alone,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
STONE AIRPLANE (Falling Up),I made an airplane out of stoneâ€¦,airplane,stone,home,Funny,I threw it to fly away from my home,But it came back and hit me in the dome,Now I sit feeling stupid and alone,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
STONE AIRPLANE (Falling Up),I made an airplane out of stoneâ€¦,airplane,stone,home,Funny,"And stone, it could not fly",It made a lovely paperweight,"Back home, again I'll try.",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
STONE AIRPLANE (Falling Up),I made an airplane out of stoneâ€¦,airplane,stone,home,Funny,"And stone, it could not fly",It made a lovely paperweight,"Back home, again I'll try.",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
STONE AIRPLANE (Falling Up),I made an airplane out of stoneâ€¦,airplane,stone,home,Funny,"And stone, it could not fly",It made a lovely paperweight,"Back home, again I'll try.",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
STONE AIRPLANE (Falling Up),I made an airplane out of stoneâ€¦,airplane,stone,home,Funny,I used a chisel,and tried not to break a bone,so my mom would be happy at home.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
STONE AIRPLANE (Falling Up),I made an airplane out of stoneâ€¦,airplane,stone,home,Funny,I used a chisel,and tried not to break a bone,so my mom would be happy at home.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
STONE AIRPLANE (Falling Up),I made an airplane out of stoneâ€¦,airplane,stone,home,Funny,I used a chisel,and tried not to break a bone,so my mom would be happy at home.,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
INVENTION (Where the Sidewalk Ends),"Iâ€™ve done it, Iâ€™ve done it!",done,i've,it,Funny,"Iâ€™ve done it, Iâ€™ve done it!","Iâ€™ve done it, Iâ€™ve done it!","Iâ€™ve done it, Iâ€™ve done it!",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
INVENTION (Where the Sidewalk Ends),"Iâ€™ve done it, Iâ€™ve done it!",done,i've,it,Funny,"Iâ€™ve done it, Iâ€™ve done it!","Iâ€™ve done it, Iâ€™ve done it!","Iâ€™ve done it, Iâ€™ve done it!",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
INVENTION (Where the Sidewalk Ends),"Iâ€™ve done it, Iâ€™ve done it!",done,i've,it,Funny,"Iâ€™ve done it, Iâ€™ve done it!","Iâ€™ve done it, Iâ€™ve done it!","Iâ€™ve done it, Iâ€™ve done it!",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
INVENTION (Where the Sidewalk Ends),"Iâ€™ve done it, Iâ€™ve done it!",done,i've,it,Funny,"If you want it ,you can have it .",You can be done with it .,"But be done ,I've done it .",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
INVENTION (Where the Sidewalk Ends),"Iâ€™ve done it, Iâ€™ve done it!",done,i've,it,Funny,"If you want it ,you can have it .",You can be done with it .,"But be done ,I've done it .",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
INVENTION (Where the Sidewalk Ends),"Iâ€™ve done it, Iâ€™ve done it!",done,i've,it,Funny,"If you want it ,you can have it .",You can be done with it .,"But be done ,I've done it .",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
INVENTION (Where the Sidewalk Ends),"Iâ€™ve done it, Iâ€™ve done it!",done,i've,it,Funny,I've caught a ball,I still can't believe it,I did it with paws,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
INVENTION (Where the Sidewalk Ends),"Iâ€™ve done it, Iâ€™ve done it!",done,i've,it,Funny,I've caught a ball,I still can't believe it,I did it with paws,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
INVENTION (Where the Sidewalk Ends),"Iâ€™ve done it, Iâ€™ve done it!",done,i've,it,Funny,I've caught a ball,I still can't believe it,I did it with paws,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
WHO (Where the Sidewalk Ends),Who can kick a football,might,fought,policemen,Funny,"We argued- I might, he might or maybe she","The policemen spotted us, there outside the mall",We picked the ball and quietly handed over the fee,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
WHO (Where the Sidewalk Ends),Who can kick a football,might,fought,policemen,Funny,"We argued- I might, he might or maybe she","The policemen spotted us, there outside the mall",We picked the ball and quietly handed over the fee,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
WHO (Where the Sidewalk Ends),Who can kick a football,might,fought,policemen,Funny,"We argued- I might, he might or maybe she","The policemen spotted us, there outside the mall",We picked the ball and quietly handed over the fee,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
WHO (Where the Sidewalk Ends),Who can kick a football,might,fought,policemen,Funny,the player can kick a  football,a football player can kick a football,a man can kick a football,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
WHO (Where the Sidewalk Ends),Who can kick a football,might,fought,policemen,Funny,the player can kick a  football,a football player can kick a football,a man can kick a football,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
WHO (Where the Sidewalk Ends),Who can kick a football,might,fought,policemen,Funny,the player can kick a  football,a football player can kick a football,a man can kick a football,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
WHO (Where the Sidewalk Ends),Who can kick a football,might,fought,policemen,Funny,Who might See the Football,Policeman Fought Him,Who can kick a football towards Him.,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
WHO (Where the Sidewalk Ends),Who can kick a football,might,fought,policemen,Funny,Who might See the Football,Policeman Fought Him,Who can kick a football towards Him.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
WHO (Where the Sidewalk Ends),Who can kick a football,might,fought,policemen,Funny,Who might See the Football,Policeman Fought Him,Who can kick a football towards Him.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
THE FOURTH (Where the Sidewalk Ends),Oh,bash,bang,fourth,Funny,We went to a bash on the Fourth of July,"Fireworks above us, what a show!","Celebrate America, I know why!",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
THE FOURTH (Where the Sidewalk Ends),Oh,bash,bang,fourth,Funny,We went to a bash on the Fourth of July,"Fireworks above us, what a show!","Celebrate America, I know why!",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
THE FOURTH (Where the Sidewalk Ends),Oh,bash,bang,fourth,Funny,We went to a bash on the Fourth of July,"Fireworks above us, what a show!","Celebrate America, I know why!",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
THE FOURTH (Where the Sidewalk Ends),Oh,bash,bang,fourth,Funny,there was a bash on the fourth of july,durng that bash there was a bang,and it all happened because of a fly,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
THE FOURTH (Where the Sidewalk Ends),Oh,bash,bang,fourth,Funny,there was a bash on the fourth of july,durng that bash there was a bang,and it all happened because of a fly,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
THE FOURTH (Where the Sidewalk Ends),Oh,bash,bang,fourth,Funny,there was a bash on the fourth of july,durng that bash there was a bang,and it all happened because of a fly,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
THE FOURTH (Where the Sidewalk Ends),Oh,bash,bang,fourth,Funny,I thought I heard a -BANG-,Who would have thought that would blow?,Oh no - here it goes a-BLAM!,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
THE FOURTH (Where the Sidewalk Ends),Oh,bash,bang,fourth,Funny,I thought I heard a -BANG-,Who would have thought that would blow?,Oh no - here it goes a-BLAM!,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
THE FOURTH (Where the Sidewalk Ends),Oh,bash,bang,fourth,Funny,I thought I heard a -BANG-,Who would have thought that would blow?,Oh no - here it goes a-BLAM!,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
I MUST REMEMBER (Where the Sidewalk Ends),I must rememberâ€¦,dunce,must,remember,Funny,i must really remember for once,i must remember for the whole of december,or else Jimmy will call me a dunce,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
I MUST REMEMBER (Where the Sidewalk Ends),I must rememberâ€¦,dunce,must,remember,Funny,i must really remember for once,i must remember for the whole of december,or else Jimmy will call me a dunce,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
I MUST REMEMBER (Where the Sidewalk Ends),I must rememberâ€¦,dunce,must,remember,Funny,i must really remember for once,i must remember for the whole of december,or else Jimmy will call me a dunce,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
I MUST REMEMBER (Where the Sidewalk Ends),I must rememberâ€¦,dunce,must,remember,Funny,The dance I learned once,I think it was September,And I moved like a dunce.,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
I MUST REMEMBER (Where the Sidewalk Ends),I must rememberâ€¦,dunce,must,remember,Funny,The dance I learned once,I think it was September,And I moved like a dunce.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
I MUST REMEMBER (Where the Sidewalk Ends),I must rememberâ€¦,dunce,must,remember,Funny,The dance I learned once,I think it was September,And I moved like a dunce.,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
I MUST REMEMBER (Where the Sidewalk Ends),I must rememberâ€¦,dunce,must,remember,Funny,You take in all around you,"Colours, taste and smell",Before it fades like a dying ember,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
I MUST REMEMBER (Where the Sidewalk Ends),I must rememberâ€¦,dunce,must,remember,Funny,You take in all around you,"Colours, taste and smell",Before it fades like a dying ember,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
I MUST REMEMBER (Where the Sidewalk Ends),I must rememberâ€¦,dunce,must,remember,Funny,You take in all around you,"Colours, taste and smell",Before it fades like a dying ember,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
SCALE (Falling Up),"If I could only see the scale,",scale,pounds,weight,Sad,after feeling the weight of my body,watch the pounds fall like hail,then jeff might truly be sorry,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
SCALE (Falling Up),"If I could only see the scale,",scale,pounds,weight,Sad,after feeling the weight of my body,watch the pounds fall like hail,then jeff might truly be sorry,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
SCALE (Falling Up),"If I could only see the scale,",scale,pounds,weight,Sad,after feeling the weight of my body,watch the pounds fall like hail,then jeff might truly be sorry,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
SCALE (Falling Up),"If I could only see the scale,",scale,pounds,weight,Sad,"A testament to my lost weight,","All I have done is try and fail,",How much longer must I wait?,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
SCALE (Falling Up),"If I could only see the scale,",scale,pounds,weight,Sad,"A testament to my lost weight,","All I have done is try and fail,",How much longer must I wait?,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
SCALE (Falling Up),"If I could only see the scale,",scale,pounds,weight,Sad,"A testament to my lost weight,","All I have done is try and fail,",How much longer must I wait?,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
